date,max_temp,min_temp
2026-06-26,20.1,4.3
2026-06-27,11.2,3.3
2026-06-28,10.5,-0.3
2026-06-29,10.8,-1.0
2026-06-30,17.9,-2.6
2026-07-01,17.3,1.6
2026-07-02,19.8,4.0
